16 8.49358
24 20.0012
31 19.6778
32 22.427
48 36.8143
64 38.6537
73 40.794
96 44.3093
97 43.7719
127 42.8635
128 62.1133
129 61.4446
163 71.6729
191 74.9434
192 90.5659
229 97.6748
255 101.628
256 113.709
257 113.752
319 124.655
320 114.924
321 110.304
370 118.939
417 134.657
450 124.112
479 136.611
480 139.617
511 20.1971
512 88.8696
600 88.6373
700 102.689
800 108.842
900 126.308
1000 132.97
1200 134.183
