1 0 473931 


2 .2 74956.7 
2 1.2 400788 


4 .4 37381.3 
4 1.4 38047.1 
4 2.4 200606 
4 3.4 202256 


8 .6 125.343 
8 1.6 288.84 
8 2.6 41471 
8 3.6 41932.2 
8 4.6 151076 
8 5.6 152091 
8 6.6 71276.6 
8 7.6 71941.6 


16 .8 5.477 
16 1.8 143.525 
16 2.8 258.311 
16 3.8 4.392 
16 4.8 10.617 
16 5.8 42943.7 
16 6.8 43110.3 
16 7.8 8.193 
16 8.8 9170.12 
16 9.8 147448 
16 10.8 147575 
16 11.8 9221.57 
16 12.8 12.919 
16 13.8 73793.2 
16 14.8 73901.4 
16 15.8 17.76 


